1228,US,228,MS,Gulf Coast,Biloxi, Gulfport, Ocean Springs,"The ""Coastal Mississippi"" code; casino country."
1229,US,229,GA,Southwest Georgia,Albany / Valdosta,Home to Plains,, GA (Jimmy Carter's home).
1239,US,239,FL,Southwest Florida,Naples, Fort Myers, Cape Coral,"Covers the ""Paradise Coast."""
1248,US,248,MI,Detroit Suburbs,Oakland County,,,"(Troy  Birmingham). The ""Wealthy"" Detroit code vs the city's 313."
1251,US,251,AL,Mobile / Gulf Coast,Mobile Bay,,,Known as the birthplace of the original Mardi Gras.
1252,US,252,NC,Outer Banks,Rocky Mount / ECU / The Coast,,,"The ""OBX"" code. Popular vacation spot."
1253,US,253,WA,Tacoma,,,,South of Seattle. distinct blue-collar identity from 206.
1254,US,254,TX,Central Texas,Waco, Killeen (Fort Cavazos), Temple,Known for the Magnolia Market (Chip & Joanna Gaines) and military history.
1256,US,256,AL,North Alabama,Huntsville,,,"Known as ""Rocket City"" (NASA Marshall Space Flight Center)."
1260,US,260,IN,Fort Wayne,Northeast Indiana.,,,
1262,US,262,WI,Milwaukee Suburbs,Waukesha,Racine,,The conservative suburban ring around Milwaukee (414).
1269,US,269,MI,Kalamazoo,Southwest Michigan,,,Home to Western Michigan University.
1270,US,270,KY,Western Kentucky,Paducah / Bowling Green,,,Home to the National Corvette Museum.
1276,US,276,VA,Southwest Virginia,Bristol,,,The birthplace of Country Music (Bristol Motor Speedway area).
1279,US,279,CA,Sacramento,Overlay for 916,,,Newer overlay for the State Capital.
1281,US,281,TX,Houston (Suburbs),Katy, The Woodlands, Sugar Land,"Historically the suburban ring outside the ""610 Loop."" Now overlays the whole city."
1301,US,301,MD,Maryland (DC Suburbs),Bethesda, Silver Spring, Prince George's Co.,Historically the whole state; now implies the wealthy DC suburbs.
1302,US,302,DE,Delaware,Entire State,Small state, single code.,
1303,US,303,CO,Denver,Denver, Boulder, Aurora,"The original Colorado code. 720 is the overlay  but 303 is the ""native"" badge."
1304,US,304,WV,West Virginia,Entire State,,,Traditionally covered the whole state (now has overlay 681).
1305,US,305,FL,Miami,South Beach, Little Havana, Brickell,"The ultimate ""212"" of Florida. ""The 305"" is a cultural brand made famous by Pitbull."
1307,US,307,WY,Wyoming,Entire State,,,**The Big Miss!** Includes Yellowstone and Jackson Hole.
1308,US,308,NE,Western Nebraska,Grand Island / Kearney,,,The rural western half of the state (Cornhusker country).
1309,US,309,IL,Central Illinois,Peoria / Bloomington,,,Home to Caterpillar HQ history.
1310,US,310,CA,Los Angeles (Westside),Beverly Hills, Santa Monica, Malibu,"The ""Prestige"" LA code. Implies wealth and beach proximity."
1312,US,312,IL,Chicago (The Loop),Downtown Chicago, Gold Coast, River North,"Strictly the business/downtown district. The ""212"" of the Midwest."
1313,US,313,MI,Detroit,, Dearborn, Grosse Pointe,"Eminem made this famous in the movie *8 Mile*. strictly ""The D."""
1314,US,314,MO,St. Louis,,,,"Nelly made this famous with his song ""Ei (Remix)"" shouting out the 314."
1315,US,315,NY,Central NY,Syracuse, Utica, Watertown,Home to the Snow Belt and Syracuse University.
1316,US,316,KS,Wichita,Wichita metro,,,Historically covered all of southern Kansas.
1317,US,317,IN,Indianapolis,Indianapolis metro,,," known as the ""Indy"" code."
1318,US,318,LA,North Louisiana,Shreveport / Monroe,,,Distinct culture from the Cajun south (337/504).
1319,US,319,IA,Eastern Iowa,Iowa City, Cedar Rapids, Waterloo,Home to the University of Iowa.
1320,US,320,MN,Central Minnesota,St. Cloud,Lake Wobegon territory.,,
1321,US,321,FL,Space Coast / Orlando,Cape Canaveral, Cocoa Beach, Titusville,The only area code that is a countdown (3-2-1) in honor of rocket launches at NASA.
1323,US,323,CA,Los Angeles (Central),Hollywood, Silver Lake, Echo Park,"Historically the ""Cool/Hipster"" code surrounding Downtown."
1325,US,325,TX,West Central Texas,Abilene, San Angelo, Snyder,Covers a massive rural area of ranching country.
1329,US,329,NY,Hudson Valley,Overlay for 845,,,A very new overlay code for the Poughkeepsie area.
1330,US,330,OH,Akron / Canton,LeBron James' home region.,,,
1331,US,331,IL,Chicago Suburbs,Overlay for 630 (West Suburbs).,,,
1332,US,332,NY,Manhattan,Manhattan Overlay,,,The newest code for Manhattan. Lacks the status of 212 or 646.
1334,US,334,AL,Montgomery,Montgomery, Auburn, Selma,Civil Rights history hub.
1336,US,336,NC,Piedmont Triad,Greensboro, Winston-Salem, High Point,Tobacco and furniture country.
1337,US,337,LA,Lafayette,Southwest Louisiana,,,"The heart of ""Cajun Country"" (Acadiana)."
1341,US,341,CA,East Bay,Overlay for 510,,,Newer overlay for Oakland/Berkeley.
1346,US,346,TX,Houston Metro,Overlay for 713/281/832,,,Newer overlay code; lacks the specific geographic identity of 713 or 281.
1347,US,347,NY,NYC Outer Boroughs,Bronx, Brooklyn, Queens,"The ""Millennial"" NYC code. Common for cell phones issued post-2000."
1350,US,350,CA,Central Valley,Overlay for 209,,,Newer overlay for Stockton/Modesto.
1352,US,352,FL,Gainesville / Ocala,University of Florida campus, The Villages,,"Known as the ""Nature Coast"" code."
1360,US,360,WA,Western Washington,Olympia, Bellingham,, Vancouver. Everything in West WA that isn't Seattle/Tacoma.
1361,US,361,TX,Corpus Christi,Padre Island, Port Aransas, Victoria,"The ""Coastal Bend"" code."
1363,US,363,NY,Long Island,Overlay for 516,,,Newer overlay for Nassau County.
1369,US,369,CA,North Coast,Overlay for 707,,,Future overlay for the Napa/Sonoma wine country area.
1386,US,386,FL,Daytona Beach,Daytona International Speedway, Ormond Beach,,Home of the Daytona 500.
1401,US,401,RI,Rhode Island,Entire State,,,The smallest state has just one code.
1402,US,402,NE,Eastern Nebraska,Omaha, Lincoln,,Warren Buffett lives in the 402.
1404,US,404,GA,Atlanta (ITP),Inside the Perimeter (I-285),,,"The ""Real Atlanta"" code. Suburbanites have 770 or 678."
1405,US,405,OK,Oklahoma City,Oklahoma City metro, Norman,,University of Oklahoma territory.
1406,US,406,MT,Montana,Entire State,,,The 406 is a lifestyle brand in Montana (Big Sky Country).
1407,US,407,FL,Orlando (Core),Downtown Orlando, Winter Park, Lake Nona,The primary Orlando code. Recognized globally due to Disney and tourism.
1408,US,408,CA,Silicon Valley,San Jose, Cupertino, Sunnyvale,The code for Apple HQ. High-tech history.
1409,US,409,TX,Southeast Texas,Galveston Island, Beaumont, Port Arthur,Historically included Houston until 1983. Now mostly coastal/industrial.
1410,US,410,MD,Baltimore,Baltimore City, Annapolis, Eastern Shore,"Known for ""The Wire"" and crabcakes."
1412,US,412,PA,Pittsburgh,Pittsburgh, Steel City,,One of the original 1947 codes.
1413,US,413,MA,Western Mass,The Berkshires, Springfield, Amherst,Distinctly rural/academic vibe compared to Boston's 617.
1414,US,414,WI,Milwaukee,Milwaukee proper,,,Old school brewing culture code.
1415,US,415,CA,San Francisco,San Francisco, Marin County,,The tech prestige code. Startups crave a 415 number for legitimacy.
1417,US,417,MO,Southwest Missouri,Springfield / Branson,,,The Ozarks / Bass Pro Shops HQ
1419,US,419,OH,Northwest Ohio,Toledo, Sandusky, Lake Erie Islands,Historically covered half of Ohio.
1423,US,423,TN,East Tennessee,Chattanooga / Johnson City,Appalachian Mountains region,Great Smoky Mountains.,
1424,US,424,CA,Los Angeles (Westside),Overlay for 310,,,The code you get when you move to Santa Monica too late to get a 310.
1425,US,425,WA,Seattle Suburbs (Eastside),Bellevue, Redmond, Kirkland,"The ""Tech Suburb"" code (Microsoft HQ). Wealthier suburban vibe."
1432,US,432,TX,West Texas (Permian Basin),Midland, Odessa, Big Spring,"The heart of Texas oil country and ""Friday Night Lights."""
1435,US,435,UT,Rural Utah,Park City / Moab / St. George,,,Includes all the National Parks (Zion  Arches) and Ski Resorts.
1440,US,440,OH,Cleveland Suburbs,,,,"The ""Donut"" code surrounding Cleveland (216)."
1442,US,442,CA,San Diego North,Overlay for 760,,,Covers the desert and northern San Diego county.
1469,US,469,TX,Dallas Metro,Overlay for 214/972,,,Originally assigned to mobile phones and pagers in the late 90s.
1470,US,470,GA,Atlanta Metro,Newer overlay for 404/770.,,,
1478,US,478,GA,Middle Georgia,Macon / Warner Robins,,,Home of the Allman Brothers Band history.
1479,US,479,AR,Northwest Arkansas,Fayetteville / Bentonville,,,Home to Walmart HQ and the Arkansas Razorbacks.
1480,US,480,AZ,Phoenix (East Valley),Scottsdale, Tempe, Mesa,"Generally considered the ""wealthy/upscale"" part of the Phoenix metro."
1501,US,501,AR,Little Rock,Central Arkansas, Little Rock, Hot Springs,"The ""Clinton"" code (governor's mansion area)."
1502,US,502,KY,Louisville,Louisville, Frankfort,,Home of the Kentucky Derby.
1503,US,503,OR,Portland,Portland, Salem,,"The original Oregon code. ""Keep Portland Weird"" territory."
1504,US,504,LA,New Orleans,New Orleans, Metairie, Kenner,"Deep cultural significance; ""The 504 Boyz"" (rap group)."
1505,US,505,NM,Albuquerque,Albuquerque, Santa Fe,,Historically the whole state. Breaking Bad territory.
1506,US,506,NB,New Brunswick (Canada),Entire Province,,,Often confused for a US code  but it's our neighbor to the north.
1507,US,507,MN,Southern MN,Rochester (Mayo Clinic), Mankato.,,
1508,US,508,MA,Massachusetts (Coast),Cape Cod, Worcester, New Bedford,"The ""Summer Vacation"" code for Bostonians."
1509,US,509,WA,Eastern Washington,Spokane, Yakima, Walla Walla,The dry agricultural side of the state.
1510,US,510,CA,East Bay,Oakland, Berkeley, Richmond,Historically the counter-culture/activist counterpart to SF's 415.
1512,US,512,TX,Austin (Core),Downtown, South Congress (SoCo), Zilker, The original Austin code. Extremely coveted as the city became a tech hub.
1513,US,513,OH,Cincinnati,Cincinnati, Hamilton, Middletown,Original code; distinct identity from Cleveland/Columbus.
1515,US,515,IA,Des Moines,Central Iowa, Ames,,Political hub due to the Iowa Caucuses.
1516,US,516,NY,Long Island (Nassau),Great Neck, Garden City, Levittown,"The ""Great Gatsby"" code. Wealthy suburbs directly bordering Queens."
1517,US,517,MI,Lansing,State Capital and Michigan State University (Spartans).,,,
1518,US,518,NY,Upstate NY,Albany, Schenectady, Adirondacks,Home to the State Capital and massive state parks.
1520,US,520,AZ,Tucson,Tucson, Southern Arizona,,Home of the University of Arizona.
1530,US,530,CA,Northern California,Chico, Redding,, Lake Tahoe. The outdoor adventure hub.
1531,US,531,NE,Eastern Nebraska,Overlay for 402,,,Newer overlay for Omaha.
1540,US,540,VA,Roanoke / Blacksburg,Virginia Tech area and Shenandoah Valley.,,,
1541,US,541,OR,Eugene / Bend,University of Oregon (Nike birthplace) and high desert.,,,
1544,US,544,TX,Central Texas,Overlay for 254,Newer overlay for Killeen/Temple.,,
1559,US,559,CA,Central Valley (South),Fresno, Visalia,,The Raisin Capital of the world and gateway to Yosemite.
1561,US,561,FL,Palm Beach County,Palm Beach Island, Boca Raton, Jupiter,"Wealthy coastal enclave; the ""Gold Coast"" of Florida."
1562,US,562,CA,Long Beach,Long Beach, Whittier,,Famous in 90s rap (Snoop Dogg/Sublime). Culturally distinct from LA proper.
1563,US,563,IA,Eastern Iowa,Davenport / Quad Cities,,,Border region along the Mississippi River.
1570,US,570,PA,Scranton / Wilkes-Barre,Northeast PA. Famous as the setting for *The Office*.,,,
1571,US,571,VA,Northern Virginia,Overlay for 703 (DC Suburbs).,,,
1573,US,573,MO,Columbia / Jefferson City,Mizzou and the Ozarks.,,,
1574,US,574,IN,North Central Indiana,South Bend,,,Home of the University of Notre Dame.
1575,US,575,NM,Rural New Mexico,Taos / Roswell / Las Cruces,,,Covers the UFO crash site (Roswell) and White Sands.
1580,US,580,OK,Rural Oklahoma,Enid / Lawton,,,The vast majority of Oklahoma's land area.
1585,US,585,NY,Western NY,Rochester, Finger Lakes,,"Home of Kodak and the ""Garbage Plate."""
1601,US,601,MS,Mississippi,Jackson, Central MS,,Historically the whole state.
1602,US,602,AZ,Phoenix (Core),Central Phoenix,,,One of the original codes; formerly covered the whole state.
1603,US,603,NH,New Hampshire,Entire State,,,Live Free or Die code.
1605,US,605,SD,South Dakota,Entire State,,,Includes Mt. Rushmore and Sturgis.
1606,US,606,KY,Eastern Kentucky,Appalachian coal country.,,,
1607,US,607,NY,Southern Tier,Binghamton, Ithaca, Elmira,Home to Cornell University. Rural and academic vibes.
1608,US,608,WI,Madison,Madison / Wisconsin Dells,,,University of Wisconsin (Badgers). A major college town code.
1609,US,609,NJ,South Jersey,Trenton, Atlantic City, Princeton,Culturally Philadelphia-aligned (Eagles fans) vs. 201's Giants fans.
1610,US,610,PA,Philadelphia Suburbs,The Main Line, King of Prussia, Valley Forge,One of the wealthiest suburban corridors in the US.
1612,US,612,MN,Minneapolis,Minneapolis proper,,,Prince was from the 612.
1614,US,614,OH,Columbus,Columbus proper, Ohio State University,,The political and educational center of Ohio.
1615,US,615,TN,Nashville,Nashville proper, Franklin,,"The ""Music City"" code. Highly coveted by aspiring country stars."
1616,US,616,MI,Grand Rapids,Western Michigan.,,,
1617,US,617,MA,Boston,Downtown, Cambridge, Beacon Hill / Fenway,"The ""Smartest"" area code (Harvard/MIT). Original 1947 code."
1618,US,618,IL,Southern Illinois,Carbondale,,,Culturally distinct from Chicago; closer to St. Louis/Kentucky.
1619,US,619,CA,San Diego (Core),Downtown SD, Coronado, Gaslamp,"The ""Top Gun"" code. The original San Diego identifier."
1620,US,620,KS,Southern Kansas,Dodge City / Hutchinson,,,"Wild West history (""Get out of Dodge"")."
1623,US,623,AZ,West Phoenix,Glendale / Peoria,,,Home to the Arizona Cardinals stadium.
1626,US,626,CA,Pasadena,San Gabriel Valley. Home of the Rose Bowl.,,,
1628,US,628,CA,San Francisco,Overlay for 415,,,The new code for SF. Locals will know you are a recent transplant.
1630,US,630,IL,Chicago West Suburbs,Naperville,,," Aurora. The ""Tech Corridor"" of Illinois."
1631,US,631,NY,Long Island (Suffolk),The Hamptons, Montauk, Stony Brook,"The ""Summer Vacation"" code for wealthy Manhattanites."
1641,US,641,IA,Central Iowa,Mason City,,,"Famous for being the area code of ""Free Conference Call"" numbers."
1646,US,646,NY,Manhattan,Manhattan Overlay,,,Introduced in the late 90s. Respectable  but not 212.
1650,US,650,CA,The Peninsula,Palo Alto, Menlo Park, Stanford,The Venture Capital / Facebook HQ code.
1651,US,651,MN,St. Paul,St. Paul (The Twin Cities),,,"The ""Twin"" to Minneapolis (612). You had 612 but missed 651."
1657,US,657,CA,Orange County (North),Overlay for 714,,,Newer overlay for Anaheim/Santa Ana.
1660,US,660,MO,North Missouri,Kirksville / Maryville,,,
1661,US,661,CA,Kern County,Bakersfield, Santa Clarita, Palmdale,"Home to the ""Bakersfield Sound"" (Country Music) and Magic Mountain."
1662,US,662,MS,North Mississippi,Oxford / Tupelo,,,Home to Ole Miss and Elvis Presley's birthplace.
1669,US,669,CA,Silicon Valley,Overlay for 408,,,Newer overlay for San Jose.
1678,US,678,GA,Atlanta Metro,The first major overlay for Atlanta. Ubiquitous in the metro area.,,,
1680,US,680,NY,Central NY,Overlay for 315,,,Newer overlay for Syracuse.
1682,US,682,TX,Fort Worth Metro,Overlay for 817,,,Newer overlay for the Fort Worth side of the Metroplex.
1701,US,701,ND,North Dakota,Entire State,Fargo, Bismarck.,
1702,US,702,NV,Las Vegas,The Strip, Downtown Vegas, Henderson,Synonymous with Sin City.
1703,US,703,VA,Northern Virginia,Arlington, Alexandria, Fairfax (NoVA),The Pentagon/CIA code. High income DC Suburb
1704,US,704,NC,Charlotte,Uptown Charlotte, Concord, Banking hub of the south.,
1706,US,706,GA,Athens / Augusta,University of Georgia (Bulldogs) and The Masters golf tournament.,,,
1707,US,707,CA,North Coast,Napa, Sonoma, Humboldt,"Known for Wine Country and the ""Emerald Triangle"" (cannabis culture)."
1712,US,712,IA,Western Iowa,Sioux City / Council Bluffs,,,First caucus voters in the nation.
1713,US,713,TX,Houston (Core),River Oaks, Montrose,Rice University,"The ""Inside the Loop"" code. Historically defined as strictly inside Interstate 610."
1714,US,714,CA,Orange County (North),Anaheim, Huntington Beach, Fullerton,"Home to Disneyland and ""No Doubt"" (Gwen Stefani)."
1715,US,715,WI,Northern Wisconsin,Eau Claire / Wausau,,,"The ""Northwoods."" Cabins lakes, and snowmobiles. "
1716,US,716,NY,Western NY,Buffalo, Niagara Falls,,"Home of the ""Bills Mafia"" and original Buffalo wings."
1717,US,717,PA,Harrisburg / Lancaster,Amish Country and the State Capital.,,,
1718,US,718,NY,NYC Outer Boroughs,Brooklyn / Bronx / Queens / Staten Island,,,"The ""Real New Yorker"" code for many. Not 212  but culturally massive (Biggie/Jay-Z)."
1719,US,719,CO,Southern Colorado,Colorado Springs / Pueblo,,,Home to the US Air Force Academy and Pikes Peak.
1720,US,720,CO,Denver Metro,Overlay for 303.,,,
1724,US,724,PA,Pittsburgh Suburbs,Outer ring of Pittsburgh,,,Historically distinct from the city (412).
1727,US,727,FL,Pinellas County,St. Petersburg, Clearwater, Dunedin,Separated from Tampa's 813 in 1998. Home to some of the top beaches in the US.
1731,US,731,TN,West Tennessee,Jackson,,,Rural area between Nashville and Memphis.
1732,US,732,NJ,Jersey Shore,Asbury Park, Sandy Hook, New Brunswick,"The ""Jersey Shore"" MTV reality show area."
1734,US,734,MI,Ann Arbor,Ann Arbor / Ypsilanti,,,Home to the University of Michigan (Wolverines).
1737,US,737,TX,Austin Metro,Overlay for 512,,,"The newer code you get when you move to Austin now; lacks the ""old Austin"" status of 512."
1738,US,738,CA,Los Angeles,Overlay for 213/323,,,A very new overlay for the downtown/Hollywood area.
1740,US,740,OH,Southeast Ohio,Athens / Appalachia Ohio,,,Ohio University territory.
1747,US,747,CA,San Fernando Valley,Overlay for 818,,,"Newer overlay for ""The Valley."""
1754,US,754,FL,Broward County,Overlay for 954,,,Newer overlay for Fort Lauderdale.
1757,US,757,VA,Hampton Roads,Virginia Beach, Norfolk, Newport News,"Huge military presence (Navy). Missy Elliott/Pharrell represent ""The 757""."
1760,US,760,CA,SoCal Desert,Palm Springs, Indio, Joshua Tree,Home to the Coachella Music Festival.
1765,US,765,IN,Central Indiana,Lafayette / Muncie,,,Purdue University (Boilermakers).
1770,US,770,GA,Atlanta Suburbs,Marietta, Alpharetta, Gwinnett,The Burbs of Atlanta.
1772,US,772,FL,Treasure Coast,Port St. Lucie, Vero Beach, Stuart,Named after the Spanish Treasure Fleet lost off the coast in 1715.
1773,US,773,IL,Chicago (Neighborhoods),Lincoln Park, Wrigleyville, South Side,Covers everything in Chicago that isn't the downtown Loop.
1775,US,775,NV,Northern Nevada,Reno / Carson City / Black Rock Desert,,,Home to Burning Man and Lake Tahoe (NV side).
1781,US,781,MA,Boston Suburbs,Route 128 tech corridor.,,,
1785,US,785,KS,Northern Kansas,Topeka / Lawrence,,,University of Kansas (Jayhawks).
1786,US,786,FL,Miami Metro,Overlay for 305,,,"Often associated with newer residents or cell phones. ""305"" is the badge of honor."
1787,US,787,PR,Puerto Rico,Entire Island,,,"Included in US dialing plans. ""The 787"" is a cultural badge for Boricuas."
1801,US,801,UT,Salt Lake City,SLC Metro, Provo, Ogden,"The ""Mormon Corridor"" code."
1802,US,802,VT,Vermont,Entire State,,,"Famous for maple syrup, skiing and fall folliage. "
1803,US,803,SC,Columbia,,,,State Capital of South Carolina.
1805,US,805,CA,Central Coast,Santa Barbara, Ventura, San Luis Obispo,"The ""American Riviera."" Oprah and Prince Harry live here."
1806,US,806,TX,Texas Panhandle,Lubbock (Texas Tech), Amarillo, Palo Duro Canyon,Buddy Holly's hometown code.
1808,US,808,HI,Hawaii,Entire State,,,"Culturally refers to locals. ""808s"" is also slang for drum machines (Kanye West album)."
1810,US,810,MI,Flint,Flint, Port Huron,,Industrial history; General Motors birthplace.
1813,US,813,FL,Tampa (Core),Ybor City, Hyde Park, Seminole Heights,The original Tampa Bay code. Often rivals St. Pete's 727.
1814,US,814,PA,Central PA,State College (Penn State), Erie, Rural PA,Happy Valley code.
1815,US,815,IL,Joliet / Rockford,,,,Northern Illinois outside of Chicago/Suburbs.
1816,US,816,MO,Kansas City,Kansas City (MO side),,, BBQ capital of the world.
1817,US,817,TX,Fort Worth (Core),Sundance Square, Stockyards, TCU area,"The ""Funky Town"" code. Distinct cultural identity from Dallas's 214."
1818,US,818,CA,The Valley,Sherman Oaks, Encino, Burbank,"Pop culture icon (""Valley Girl"" accent)."
1820,US,820,CA,Central Coast,Overlay for 805,,,Newer overlay for Santa Barbara/Ventura.
1828,US,828,NC,Asheville,Western NC Mountains. Blue Ridge Parkway.,,,
1830,US,830,TX,Texas Hill Country,New Braunfels, Fredericksburg, Kerrville,"The ""Donut"" code that encircles San Antonio. Famous for wineries and river floating."
1831,US,831,CA,Central Coast,Monterey, Santa Cruz, Salinas,Surf City and Pebble Beach golf culture.
1832,US,832,TX,Houston Metro,Overlay for 713/281,,,Commonly assigned to cell phones in the Houston metro since the late 90s.
1837,US,837,CA,Central Valley,Overlay for 530,,,Future overlay for Northern California.
1840,US,840,CA,Inland Empire,Overlay for 909,,,Newer overlay for San Bernardino.
1843,US,843,SC,South Carolina Coast,Charleston, Myrtle Beach, Hilton Head,Lowcountry life.
1845,US,845,NY,Hudson Valley,Poughkeepsie, West Point, Woodstock,Commuter belt for NYC and weekend getaway region.
1847,US,847,IL,Chicago North Shore,Evanston, Highland Park, wealthy suburbs,"The ""Mean Girls"" and ""Home Alone"" filming locations."
1850,US,850,FL,Florida Panhandle,Tallahassee (Capitol), Pensacola, Panama City,"Culturally distinct from South FL; often jokingly called ""Lower Alabama."""
1856,US,856,NJ,South Jersey (Camden),,,,Philly suburbs (Cherry Hill). distinct from the shore (609).
1857,US,857,MA,Boston,Overlay for 617,,,Common for newer cell phones in downtown Boston.
1858,US,858,CA,San Diego (North),La Jolla, Del Mar, Poway,"The ""Biotech Beach"" code. Generally wealthier than 619."
1859,US,859,KY,Lexington,University of Kentucky (Wildcats).,,v,University of Kentucky (Wildcats).
1860,US,860,CT,Hartford/East CT,Hartford, Uconn, Mystic,Everything in CT that isn't a NYC suburb.
1862,US,862,NJ,North Jersey,Overlay for 973,,,Newark suburbs.
1863,US,863,FL,Heartland Florida,Lakeland, Winter Haven, Sebring,Central agricultural hub; citrus and strawberries.
1864,US,864,SC,Greenville / Spartanburg,,,,Upstate South Carolina. BMW manufacturing hub.
1865,US,865,TN,Knoxville,,,,University of Tennessee (Vols).
1901,US,901,TN,Memphis,Memphis, Graceland,,Home of the Blues and Elvis.
1903,US,903,TX,Northeast Texas,Tyler, Longview, Texarkana,Known for the Piney Woods and East Texas distinct culture.
1904,US,904,FL,Jacksonville,Downtown Jax, Ponte Vedra, St. Augustine,One of the original FL codes. Covers the largest city by land area in the contiguous US.
1907,US,907,AK,Alaska,Entire State,,,The largest geographic area code in the US.
1909,US,909,CA,Inland Empire,San Bernardino, Ontario, Pomona,The 909 was historically used as derogatory slang by coastal residents (now reclaimed).
1910,US,910,NC,Fayetteville / Wilmington,,,,Fort Liberty (formerly Bragg) and the coast.
1912,US,912,GA,Savannah,,,,Historic coastal Georgia.
1913,US,913,KS,Kansas City (Suburbs),Overland Park,,, Johnson County. The wealthy KS side of the metro.
1914,US,914,NY,Westchester,Yonkers, White Plains, Scarsdale,The wealthy suburbs north of NYC. Location of the X-Men Mansion in comics.
1915,US,915,TX,El Paso,El Paso, Fort Bliss, Border region,Operates on Mountain Time (the only part of Texas that does).
1916,US,916,CA,Sacramento,Sacramento, Roseville,,The political center of California.
1917,US,917,NY,New York City,Mobile Phones / Pagers (originally),,,The first overlay code in NYC (1992). Now a badge of honor for a long-time mobile user.
1919,US,919,NC,The Triangle,Raleigh, Durham, Chapel Hill,Research Triangle Park (Duke/UNC/NC State).
1920,US,920,WI,Green Bay,,,,Home of the Packers (Lambeau Field).
1925,US,925,CA,East Bay Suburbs,Walnut Creek, Concord, Pleasanton,Wealthy suburbs east of the Oakland hills.
1928,US,928,AZ,Northern Arizona,Flagstaff / Sedona / Grand Canyon,,,The code for the Grand Canyon.
1929,US,929,NY,NYC Outer Boroughs,Overlay for 718/347,,,The newest active overlay for Brooklyn/Queens.
1931,US,931,TN,Middle Tennessee,Clarksville / Cookeville,,,The rural ring around Nashville.
1934,US,934,NY,Long Island (Suffolk),Overlay for 631,,,Newer overlay for the Hamptons/Suffolk.
1936,US,936,TX,Deep East Texas,Huntsville, Conroe, Nacogdoches,Heavily wooded region; home to Sam Houston State University.
1937,US,937,OH,Dayton,,,,Wright-Patterson AFB and aviation history.
1940,US,940,TX,North Texas,Denton, Wichita Falls, Decatur,College town vibes (UNT/TWU) blending into horse country.
1941,US,941,FL,Sarasota / Manatee,Siesta Key, Bradenton, Venice,Home to the Ringling Bros circus history.
1949,US,949,CA,Orange County (South),Newport Beach, Laguna Beach, Irvine,"The ""Real Housewives"" code. Very wealthy coastal suburbs."
1951,US,951,CA,Inland Empire (South),Riverside, Corona, Temecula,Split off from 909. Known for wine (Temecula) and suburban sprawl.
1954,US,954,FL,Broward County,Fort Lauderdale, Hollywood, Coral Springs,"Often overshadowed by 305  but distinct. ""The 954"" represents the Ft. Lauderdale metro."
1956,US,956,TX,Rio Grande Valley,McAllen, Brownsville, South Padre Island,Puro 956 is a major local catchphrase representing border culture.
1970,US,970,CO,Colorado Mountains,Aspen, Vail, Breckenridge,"The ""Ski Bum"" code."
1971,US,971,OR,Portland,Overlay for 503,,,The newer Portland code.
1972,US,972,TX,Dallas (Suburbs),Plano, Frisco, Richardson,"Historically the ""Suburban"" code to 214's ""Urban"" code. Now they are mixed."
1973,US,973,NJ,North Jersey,Newark, Paterson, Morristown,Overlay for 201  heavily urban/industrial.
1978,US,978,MA,Lowell / North Shore,,,,Historic industrial towns north of Boston.
1979,US,979,TX,Brazos Valley,College Station (Texas A&M), Bryan, Brenham,"The ""Aggieland"" code."
1985,US,985,LA,North Shore,Slidell / Covington,,,The suburbs north of Lake Pontchartrain (across from New Orleans).
